hp_ratio,energy_ratio,exploration_ratio,current_tile_density,zone_difficulty_score,movement_momentum,action
0.7026353451693585,0.590577181530931,0.6050659135186692,0.7257540459068634,-0.02880995473982456,-0.4759273923031423,3
0.3570435113425087,0.22078061758123366,0.1382755276778086,0.9661780248345367,0.642063894192862,-0.591033077608353,2
0.7331826927725499,0.7376656361986325,0.9032767099515607,0.0727522338572461,-0.8809939452321798,-0.24340534116316048,1
0.5102904344015786,0.56047988683842,0.807875768804045,0.0501894080766738,-0.5783094478901918,-0.6543616305120893,1
0.9795619280319598,0.6641057174978713,0.5980078434922658,0.0325105788821769,0.05298389322752062,-0.8728228861816248,0
0.788382740956412,0.8804959458651263,0.4606989877460983,0.34399547478048453,0.877204159496122,-0.3462209350576353,3
0.9959491072645326,0.5363603504060991,0.9738823557390246,0.01186711541924086,-0.43861675995210736,-0.4946442234698618,1
0.5530938932921203,0.30150257959469784,0.4377554448305533,0.08231391675404759,-0.621823425769491,-0.4738874540911777,0
0.7670280344386982,0.6449162320937918,0.5817263383818915,0.08205588417694978,0.39728007628607886,-0.7852673900843938,0
0.24426905515767017,0.04801651108889608,0.027829375883768104,0.3416220494437656,-0.2359448621243625,-0.23429216731451197,2
0.6715058831418785,0.6001098943993881,0.9076693445841338,0.03540606183030375,0.22615142343425543,-0.6472532581869197,1
0.2454920129625569,0.23763513445647638,0.387510647029655,0.9571072712710013,-0.0936065069314751,0.8399786169302534,2
0.090831149450188,0.10100919553506889,0.7734876373797959,0.3883624038086416,-0.2733575598325242,0.6889171644018139,2
0.5236040682248451,0.3328065851928271,0.49130462073535053,0.007037202411849708,0.7034689866449981,0.01708284336516397,0
0.7661308814125771,0.5671622708319416,0.5015187592441572,0.7238290528915785,0.6120064456774246,-0.5941812681084028,3
0.3144365722066526,0.2288543707039437,0.765270524116957,0.35626144879295907,-0.4518336087180086,0.6023281343503173,2
0.9766883839252805,0.8490908027729391,0.481907051184166,0.571609844768156,0.057719390965931705,-0.39208873255622945,3
0.08360745792134422,0.20488511994085937,0.7567913427452954,0.0716997494231022,0.7002782592624577,0.6586447799917148,2
0.39518411243254375,0.2887140981681117,0.14880210712845643,0.5324203355333041,0.13507473507083723,0.8449530675619594,2
0.6109492836315145,0.5129652971098357,0.7075541572400273,0.380620472933892,-0.8418605754217654,0.9289235827697124,1
0.8195786739863762,0.3938804725415464,0.9509043449469712,0.018707161520057105,-0.6401716067786036,-0.5751379419864713,1
0.8603305299934223,0.5083517082884893,0.1958323980041078,0.31157073866461465,0.4514416497105945,-0.32571504225033143,3
0.7780855395778062,0.5937809105705293,0.6383054965880086,0.979158326662027,0.7456236028310201,-0.5306452228228647,3
0.9603836949292666,0.6092575433098237,0.44567450084981997,0.054699585033852055,-0.4867463921695443,-0.26180080805448924,0
0.6099665118743723,0.5567313739842411,0.5491564562824255,0.7336428593145243,0.05666278168006739,-0.007838000348963092,3
0.9845630083019753,0.7437182051778632,0.5386614499835674,0.4618753780536854,0.06039286163442048,0.5451898893319566,1
0.8524851669036029,0.5520921814417121,0.0272787763229555,0.015782698129979855,-0.7255703760719514,-0.35197202178957154,0
0.38242394660999174,0.2745529011559793,0.41349713706337177,0.42358582687907886,0.4052542126473042,0.8855440022105532,2
0.667921743519658,0.6597065679992902,0.7966448690151381,0.8099787436834724,-0.5234206588938168,0.4570680858598568,1
